=== Parameters ===
Model Params:	32.79 [million]
=== Dataset ===
Batch size: 128
Train data:
Batches:	469

[ Started training ]

Step 1: (loss: 1.110600471496582, loss_fm: 1.110600471496582, loss_sc: 0.0, lr: 1.9989000574955988e-07)
Step 19701: (loss: 0.0793285071849823, loss_fm: 0.0774150937795639, loss_sc: 0.0019134130561724305, lr: 5.802490831693964e-05)
Step 19801: (loss: 0.08092213422060013, loss_fm: 0.07735743373632431, loss_sc: 0.003564697690308094, lr: 5.792747256293527e-05)
Step 19901: (loss: 0.0721072182059288, loss_fm: 0.07086355239152908, loss_sc: 0.00124366395175457, lr: 5.783052600888734e-05)
Step 20001: (loss: 0.08055825531482697, loss_fm: 0.07639243453741074, loss_sc: 0.004165823571383953, lr: 5.7734064574991106e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 20101: (loss: 0.07386265695095062, loss_fm: 0.07219148427248001, loss_sc: 0.0016711705829948187, lr: 5.7638084228907e-05)
Step 20201: (loss: 0.08519282937049866, loss_fm: 0.08296909928321838, loss_sc: 0.0022237326484173536, lr: 5.754258098505405e-05)
Step 20301: (loss: 0.08630937337875366, loss_fm: 0.08342583477497101, loss_sc: 0.0028835381381213665, lr: 5.744755090391585e-05)
Step 20401: (loss: 0.07953952252864838, loss_fm: 0.07768672704696655, loss_sc: 0.001852793269790709, lr: 5.735299009135911e-05)
Step 20501: (loss: 0.07773507386445999, loss_fm: 0.07684061676263809, loss_sc: 0.0008944590226747096, lr: 5.725889469796439e-05)
Step 20601: (loss: 0.07796499878168106, loss_fm: 0.07568313926458359, loss_sc: 0.002281863009557128, lr: 5.7165260918368785e-05)
Step 20701: (loss: 0.08424793183803558, loss_fm: 0.08103134483098984, loss_sc: 0.003216586308553815, lr: 5.707208499062032e-05)
Step 20801: (loss: 0.07862357795238495, loss_fm: 0.0754479244351387, loss_sc: 0.0031756539829075336, lr: 5.697936319554386e-05)
Step 20901: (loss: 0.07772424817085266, loss_fm: 0.07399222999811172, loss_sc: 0.0037320181727409363, lr: 5.68870918561182e-05)
Step 21001: (loss: 0.08435016125440598, loss_fm: 0.08328860253095627, loss_sc: 0.0010615555802360177, lr: 5.679526733686417e-05)
Step 21101: (loss: 0.07792028039693832, loss_fm: 0.07689206302165985, loss_sc: 0.00102821399923414, lr: 5.67038860432436e-05)
Step 21201: (loss: 0.07850628346204758, loss_fm: 0.07664002478122711, loss_sc: 0.0018662563525140285, lr: 5.661294442106871e-05)
Step 21301: (loss: 0.079954594373703, loss_fm: 0.07830750197172165, loss_sc: 0.0016470957780256867, lr: 5.652243895592202e-05)
Step 21401: (loss: 0.0718243420124054, loss_fm: 0.07068587094545364, loss_sc: 0.0011384696699678898, lr: 5.6432366172586174e-05)
Step 21501: (loss: 0.07598284631967545, loss_fm: 0.0711163803935051, loss_sc: 0.00486646918579936, lr: 5.634272263448389e-05)
Step 21601: (loss: 0.08749902993440628, loss_fm: 0.08586085587739944, loss_sc: 0.0016381720779463649, lr: 5.6253504943127626e-05)
Step 21701: (loss: 0.07988190650939941, loss_fm: 0.07832924276590347, loss_sc: 0.0015526614151895046, lr: 5.616470973757854e-05)
Step 21801: (loss: 0.08092029392719269, loss_fm: 0.08003708720207214, loss_sc: 0.0008832046878524125, lr: 5.6076333693915154e-05)
Step 21901: (loss: 0.08425067365169525, loss_fm: 0.07913130521774292, loss_sc: 0.005119369365274906, lr: 5.598837352471085e-05)
Step 22001: (loss: 0.07977325469255447, loss_fm: 0.07636406272649765, loss_sc: 0.003409189870581031, lr: 5.59008259785205e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 22101: (loss: 0.09107836335897446, loss_fm: 0.08923429250717163, loss_sc: 0.0018440720159560442, lr: 5.581368783937582e-05)
Step 22201: (loss: 0.07539192587137222, loss_fm: 0.07509128749370575, loss_sc: 0.00030064035672694445, lr: 5.5726955926289455e-05)
Step 22301: (loss: 0.08185096085071564, loss_fm: 0.07970913499593735, loss_sc: 0.002141822362318635, lr: 5.564062709276725e-05)
Step 22401: (loss: 0.07846469432115555, loss_fm: 0.07735707610845566, loss_sc: 0.0011076218215748668, lr: 5.555469822632904e-05)
Step 22501: (loss: 0.07881853729486465, loss_fm: 0.07537166774272919, loss_sc: 0.003446872578933835, lr: 5.546916624803742e-05)
Step 22601: (loss: 0.08867692947387695, loss_fm: 0.08612525463104248, loss_sc: 0.0025516736786812544, lr: 5.538402811203454e-05)
Step 22701: (loss: 0.0806872546672821, loss_fm: 0.0777258425951004, loss_sc: 0.0029614113736897707, lr: 5.529928080508654e-05)
Step 22801: (loss: 0.07896346598863602, loss_fm: 0.07819187641143799, loss_sc: 0.000771589984651655, lr: 5.521492134613582e-05)
Step 22901: (loss: 0.07925812900066376, loss_fm: 0.07365911453962326, loss_sc: 0.005599017720669508, lr: 5.5130946785860604e-05)
Step 23001: (loss: 0.08618710935115814, loss_fm: 0.08513904362916946, loss_sc: 0.0010480626951903105, lr: 5.504735420624202e-05)
Step 23101: (loss: 0.07659055292606354, loss_fm: 0.0723317563533783, loss_sc: 0.004258793778717518, lr: 5.496414072013818e-05)
Step 23201: (loss: 0.08384402096271515, loss_fm: 0.08303810656070709, loss_sc: 0.0008059162646532059, lr: 5.488130347086552e-05)
Step 23301: (loss: 0.07768501341342926, loss_fm: 0.07494654506444931, loss_sc: 0.002738465555012226, lr: 5.479883963178689e-05)
Step 23401: (loss: 0.0745280310511589, loss_fm: 0.07268023490905762, loss_sc: 0.0018477957928553224, lr: 5.471674640590649e-05)
Step 23501: (loss: 0.07893785089254379, loss_fm: 0.0750427395105362, loss_sc: 0.0038951109163463116, lr: 5.46350210254715e-05)
Step 23601: (loss: 0.08551773428916931, loss_fm: 0.08407896757125854, loss_sc: 0.001438769162632525, lr: 5.455366075158013e-05)
Step 23701: (loss: 0.07554715126752853, loss_fm: 0.07389099895954132, loss_sc: 0.0016561511438339949, lr: 5.447266287379619e-05)
Step 23801: (loss: 0.0868460163474083, loss_fm: 0.08343882113695145, loss_sc: 0.003407194744795561, lr: 5.43920247097698e-05)
Step 23901: (loss: 0.08567049354314804, loss_fm: 0.08300547301769257, loss_sc: 0.002665022388100624, lr: 5.431174360486439e-05)
Step 24001: (loss: 0.08063958585262299, loss_fm: 0.08012367784976959, loss_sc: 0.0005159115535207093, lr: 5.423181693178967e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 24101: (loss: 0.08136676996946335, loss_fm: 0.07464193552732468, loss_sc: 0.006724831648170948, lr: 5.4152242090240425e-05)
Step 24201: (loss: 0.07366783171892166, loss_fm: 0.07284589111804962, loss_sc: 0.0008219432784244418, lr: 5.4073016506541335e-05)
Step 24301: (loss: 0.08246511965990067, loss_fm: 0.0794193223118782, loss_sc: 0.003045795951038599, lr: 5.399413763329733e-05)
Step 24401: (loss: 0.06851941347122192, loss_fm: 0.06817999482154846, loss_sc: 0.0003394191444385797, lr: 5.391560294904957e-05)
Step 24501: (loss: 0.07368850708007812, loss_fm: 0.07073470205068588, loss_sc: 0.0029538078233599663, lr: 5.383740995793695e-05)
Step 24601: (loss: 0.0719352513551712, loss_fm: 0.06931513547897339, loss_sc: 0.002620117273181677, lr: 5.375955618936293e-05)
Step 24701: (loss: 0.07607096433639526, loss_fm: 0.07482358813285828, loss_sc: 0.0012473778333514929, lr: 5.368203919766772e-05)
Step 24801: (loss: 0.07955386489629745, loss_fm: 0.07788139581680298, loss_sc: 0.0016724723391234875, lr: 5.360485656180559e-05)
Step 24901: (loss: 0.0769001692533493, loss_fm: 0.07570739090442657, loss_sc: 0.0011927791638299823, lr: 5.35280058850273e-05)
Step 25001: (loss: 0.08184368908405304, loss_fm: 0.07882124185562134, loss_sc: 0.003022446995601058, lr: 5.345148479456746e-05)
Step 25101: (loss: 0.0762433409690857, loss_fm: 0.07378017157316208, loss_sc: 0.002463171724230051, lr: 5.3375290941336937e-05)
Step 25201: (loss: 0.07860101014375687, loss_fm: 0.07752608507871628, loss_sc: 0.001074924599379301, lr: 5.329942199961987e-05)
Step 25301: (loss: 0.07706318795681, loss_fm: 0.07508757710456848, loss_sc: 0.001975612947717309, lr: 5.32238756667756e-05)
Step 25401: (loss: 0.07376480847597122, loss_fm: 0.06973543763160706, loss_sc: 0.004029370378702879, lr: 5.314864966294508e-05)
Step 25501: (loss: 0.07286206632852554, loss_fm: 0.07182677835226059, loss_sc: 0.0010352900717407465, lr: 5.307374173076197e-05)
Step 25601: (loss: 0.07769559323787689, loss_fm: 0.07664331048727036, loss_sc: 0.0010522837983444333, lr: 5.299914963506808e-05)
Step 25701: (loss: 0.08431376516819, loss_fm: 0.0794457271695137, loss_sc: 0.004868040326982737, lr: 5.292487116263326e-05)
Step 25801: (loss: 0.07686184346675873, loss_fm: 0.07601195573806763, loss_sc: 0.0008498853421770036, lr: 5.28509041218796e-05)
Step 25901: (loss: 0.07172590494155884, loss_fm: 0.07085733860731125, loss_sc: 0.000868565053679049, lr: 5.277724634260983e-05)
Step 26001: (loss: 0.07648611813783646, loss_fm: 0.07573480159044266, loss_sc: 0.0007513174205087125, lr: 5.270389567573993e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 26101: (loss: 0.07229109108448029, loss_fm: 0.06955175846815109, loss_sc: 0.002739331452175975, lr: 5.2630849993035696e-05)
Step 26201: (loss: 0.07474236935377121, loss_fm: 0.07286398857831955, loss_sc: 0.0018783832201734185, lr: 5.255810718685345e-05)
Step 26301: (loss: 0.07696551829576492, loss_fm: 0.07457931339740753, loss_sc: 0.0023862060625106096, lr: 5.248566516988459e-05)
Step 26401: (loss: 0.07394386827945709, loss_fm: 0.07205724716186523, loss_sc: 0.0018866208847612143, lr: 5.241352187490406e-05)
Step 26501: (loss: 0.07910636812448502, loss_fm: 0.07860881090164185, loss_sc: 0.0004975582705810666, lr: 5.2341675254522524e-05)
Step 26601: (loss: 0.08531797677278519, loss_fm: 0.08427157253026962, loss_sc: 0.0010464050574228168, lr: 5.22701232809424e-05)
Step 26701: (loss: 0.07413739711046219, loss_fm: 0.0727510079741478, loss_sc: 0.0013863872736692429, lr: 5.219886394571741e-05)
Step 26801: (loss: 0.07489852607250214, loss_fm: 0.07279502600431442, loss_sc: 0.002103500533849001, lr: 5.212789525951587e-05)
Step 26901: (loss: 0.07615573704242706, loss_fm: 0.07522997260093689, loss_sc: 0.0009257674100808799, lr: 5.2057215251887346e-05)
Step 27001: (loss: 0.0766231045126915, loss_fm: 0.07551517337560654, loss_sc: 0.0011079303221777081, lr: 5.198682197103292e-05)
Step 27101: (loss: 0.08010786026716232, loss_fm: 0.07794763147830963, loss_sc: 0.002160230651497841, lr: 5.191671348357883e-05)
Step 27201: (loss: 0.07933328300714493, loss_fm: 0.07882006466388702, loss_sc: 0.0005132154328748584, lr: 5.184688787435339e-05)
Step 27301: (loss: 0.0770452693104744, loss_fm: 0.07646102458238602, loss_sc: 0.0005842416430823505, lr: 5.17773432461673e-05)
Step 27401: (loss: 0.08251310884952545, loss_fm: 0.08143085241317749, loss_sc: 0.0010822548065334558, lr: 5.170807771959712e-05)
Step 27501: (loss: 0.08035624772310257, loss_fm: 0.07477613538503647, loss_sc: 0.005580115132033825, lr: 5.1639089432771916e-05)
Step 27601: (loss: 0.07952581346035004, loss_fm: 0.07657082378864288, loss_sc: 0.0029549889732152224, lr: 5.157037654116314e-05)
Step 27701: (loss: 0.08720509707927704, loss_fm: 0.08168933540582657, loss_sc: 0.005515763070434332, lr: 5.1501937217377396e-05)
Step 27801: (loss: 0.0853312760591507, loss_fm: 0.0843125581741333, loss_sc: 0.0010187206789851189, lr: 5.143376965095237e-05)
Step 27901: (loss: 0.08384737372398376, loss_fm: 0.08237836509943008, loss_sc: 0.001469007576815784, lr: 5.1365872048155686e-05)
Step 28001: (loss: 0.08211750537157059, loss_fm: 0.08049288392066956, loss_sc: 0.0016246180748566985, lr: 5.129824263178664e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 28101: (loss: 0.08203183859586716, loss_fm: 0.07646648585796356, loss_sc: 0.005565354600548744, lr: 5.1230879640980826e-05)
Step 28201: (loss: 0.08195322006940842, loss_fm: 0.07770318537950516, loss_sc: 0.004250035621225834, lr: 5.1163781331017556e-05)
Step 28301: (loss: 0.08089437335729599, loss_fm: 0.07853855192661285, loss_sc: 0.002355818636715412, lr: 5.1096945973130104e-05)
Step 28401: (loss: 0.0795430839061737, loss_fm: 0.07750499248504639, loss_sc: 0.002038095146417618, lr: 5.103037185431859e-05)
Step 28501: (loss: 0.07506191730499268, loss_fm: 0.0724019706249237, loss_sc: 0.0026599441189318895, lr: 5.0964057277165604e-05)
Step 28601: (loss: 0.07530012726783752, loss_fm: 0.07437339425086975, loss_sc: 0.0009267316781915724, lr: 5.08980005596544e-05)
Step 28701: (loss: 0.07490233331918716, loss_fm: 0.07237200438976288, loss_sc: 0.002530330792069435, lr: 5.0832200034989736e-05)
Step 28801: (loss: 0.08275964111089706, loss_fm: 0.07914705574512482, loss_sc: 0.003612586995586753, lr: 5.0766654051421226e-05)
Step 28901: (loss: 0.07638605684041977, loss_fm: 0.07500126957893372, loss_sc: 0.0013847856316715479, lr: 5.070136097206917e-05)
Step 29001: (loss: 0.07602962106466293, loss_fm: 0.07114388048648834, loss_sc: 0.0048857396468520164, lr: 5.063631917475287e-05)
Step 29101: (loss: 0.07735797762870789, loss_fm: 0.0766885057091713, loss_sc: 0.0006694740150123835, lr: 5.057152705182141e-05)
Step 29201: (loss: 0.08163144439458847, loss_fm: 0.07854344695806503, loss_sc: 0.003087995108217001, lr: 5.050698300998663e-05)
Step 29301: (loss: 0.0815562978386879, loss_fm: 0.07877490669488907, loss_sc: 0.0027813913766294718, lr: 5.0442685470158725e-05)
Step 29401: (loss: 0.08097398281097412, loss_fm: 0.07817521691322327, loss_sc: 0.00279876752756536, lr: 5.0378632867283845e-05)
Step 29501: (loss: 0.08269856125116348, loss_fm: 0.08045011758804321, loss_sc: 0.002248443430289626, lr: 5.031482365018416e-05)
Step 29601: (loss: 0.08040443062782288, loss_fm: 0.07854952663183212, loss_sc: 0.0018549059750512242, lr: 5.025125628140014e-05)
Step 29701: (loss: 0.08472101390361786, loss_fm: 0.08185520768165588, loss_sc: 0.0028658092487603426, lr: 5.018792923703481e-05)
Step 29801: (loss: 0.08140426129102707, loss_fm: 0.07818472385406494, loss_sc: 0.0032195409294217825, lr: 5.0124841006600464e-05)
Step 29901: (loss: 0.07534480094909668, loss_fm: 0.07446154952049255, loss_sc: 0.0008832506719045341, lr: 5.0061990092867224e-05)
Step 30001: (loss: 0.07921018451452255, loss_fm: 0.07703832536935806, loss_sc: 0.0021718612406402826, lr: 4.999937501171391e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 30101: (loss: 0.07917706668376923, loss_fm: 0.07777083665132523, loss_sc: 0.001406232942827046, lr: 4.9936994291980744e-05)
Step 30201: (loss: 0.07614142447710037, loss_fm: 0.07475917786359787, loss_sc: 0.0013822463806718588, lr: 4.9874846475324266e-05)
Step 30301: (loss: 0.07740940898656845, loss_fm: 0.07377013564109802, loss_sc: 0.0036392700858414173, lr: 4.981293011607402e-05)
Step 30401: (loss: 0.07758143544197083, loss_fm: 0.07733959704637527, loss_sc: 0.00024183531058952212, lr: 4.975124378109147e-05)
Step 30501: (loss: 0.08750978112220764, loss_fm: 0.08150113373994827, loss_sc: 0.006008648779243231, lr: 4.96897860496305e-05)
Step 30601: (loss: 0.07990320771932602, loss_fm: 0.07674349844455719, loss_sc: 0.0031597057823091745, lr: 4.962855551320013e-05)
Step 30701: (loss: 0.07917741686105728, loss_fm: 0.07755348086357117, loss_sc: 0.0016239382093772292, lr: 4.9567550775428854e-05)
Step 30801: (loss: 0.08127637952566147, loss_fm: 0.07942931354045868, loss_sc: 0.001847064238972962, lr: 4.950677045193087e-05)
Step 30901: (loss: 0.08187111467123032, loss_fm: 0.07968326658010483, loss_sc: 0.0021878457628190517, lr: 4.9446213170174215e-05)
Step 31001: (loss: 0.07805774360895157, loss_fm: 0.07332267612218857, loss_sc: 0.004735066555440426, lr: 4.93858775693505e-05)
Step 31101: (loss: 0.08125095069408417, loss_fm: 0.07990762591362, loss_sc: 0.0013433238491415977, lr: 4.932576230024654e-05)
Step 31201: (loss: 0.07317210733890533, loss_fm: 0.06891702115535736, loss_sc: 0.0042550889775156975, lr: 4.92658660251176e-05)
Step 31301: (loss: 0.07693178206682205, loss_fm: 0.0740932896733284, loss_sc: 0.0028384921606630087, lr: 4.9206187417562355e-05)
Step 31401: (loss: 0.07814768701791763, loss_fm: 0.07787194103002548, loss_sc: 0.0002757442416623235, lr: 4.914672516239955e-05)
Step 31501: (loss: 0.07832891494035721, loss_fm: 0.0777665451169014, loss_sc: 0.0005623705801554024, lr: 4.9087477955546234e-05)
Step 31601: (loss: 0.07844892889261246, loss_fm: 0.07761476188898087, loss_sc: 0.0008341681095771492, lr: 4.9028444503897685e-05)
Step 31701: (loss: 0.07916798442602158, loss_fm: 0.07484187930822372, loss_sc: 0.0043261051177978516, lr: 4.896962352520879e-05)
Step 31801: (loss: 0.07629147171974182, loss_fm: 0.07544630765914917, loss_sc: 0.0008451627218164504, lr: 4.891101374797717e-05)
Step 31901: (loss: 0.08069293200969696, loss_fm: 0.07785092294216156, loss_sc: 0.0028420104645192623, lr: 4.885261391132764e-05)
Step 32001: (loss: 0.07796970754861832, loss_fm: 0.07686229795217514, loss_sc: 0.0011074120411649346, lr: 4.8794422764898366e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 32101: (loss: 0.08387294411659241, loss_fm: 0.08138108253479004, loss_sc: 0.002491861581802368, lr: 4.873643906872837e-05)
Step 32201: (loss: 0.07872539758682251, loss_fm: 0.07763645052909851, loss_sc: 0.0010889448458328843, lr: 4.867866159314656e-05)
Step 32301: (loss: 0.07533269375562668, loss_fm: 0.07257368415594101, loss_sc: 0.0027590119279921055, lr: 4.862108911866224e-05)
Step 32401: (loss: 0.0812641829252243, loss_fm: 0.08061448484659195, loss_sc: 0.0006496969726867974, lr: 4.856372043585695e-05)
Step 32501: (loss: 0.07736392319202423, loss_fm: 0.0767519623041153, loss_sc: 0.000611960596870631, lr: 4.850655434527781e-05)
Step 32601: (loss: 0.0797930434346199, loss_fm: 0.07921137660741806, loss_sc: 0.0005816691555082798, lr: 4.8449589657332154e-05)
Step 32701: (loss: 0.0785207450389862, loss_fm: 0.07737275213003159, loss_sc: 0.0011479895329102874, lr: 4.8392825192183546e-05)
Step 32801: (loss: 0.08333595842123032, loss_fm: 0.07555026561021805, loss_sc: 0.007785691414028406, lr: 4.833625977964921e-05)
Step 32901: (loss: 0.07284329831600189, loss_fm: 0.07196985185146332, loss_sc: 0.0008734446601010859, lr: 4.827989225909865e-05)
Step 33001: (loss: 0.08229295164346695, loss_fm: 0.0806431993842125, loss_sc: 0.0016497514443472028, lr: 4.8223721479353646e-05)
Step 33101: (loss: 0.07273924350738525, loss_fm: 0.07207372784614563, loss_sc: 0.000665517000015825, lr: 4.816774629858951e-05)
Step 33201: (loss: 0.07644007354974747, loss_fm: 0.06902826577425003, loss_sc: 0.00741181056946516, lr: 4.8111965584237594e-05)
Step 33301: (loss: 0.07512684911489487, loss_fm: 0.07342863082885742, loss_sc: 0.0016982193337753415, lr: 4.8056378212889076e-05)
Step 33401: (loss: 0.07377802580595016, loss_fm: 0.07251636683940887, loss_sc: 0.001261659781448543, lr: 4.800098307019987e-05)
Step 33501: (loss: 0.07270897924900055, loss_fm: 0.07075822353363037, loss_sc: 0.0019507529214024544, lr: 4.7945779050796864e-05)
Step 33601: (loss: 0.07199274748563766, loss_fm: 0.0712776631116867, loss_sc: 0.0007150840247049928, lr: 4.7890765058185224e-05)
Step 33701: (loss: 0.08091883361339569, loss_fm: 0.07945269346237183, loss_sc: 0.0014661402674391866, lr: 4.783594000465696e-05)
Step 33801: (loss: 0.0775851234793663, loss_fm: 0.07696376740932465, loss_sc: 0.0006213546148501337, lr: 4.778130281120058e-05)
Step 33901: (loss: 0.07301054894924164, loss_fm: 0.07200385630130768, loss_sc: 0.0010066891554743052, lr: 4.7726852407411925e-05)
Step 34001: (loss: 0.07533763349056244, loss_fm: 0.07258495688438416, loss_sc: 0.002752673113718629, lr: 4.767258773140604e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 34101: (loss: 0.08372685313224792, loss_fm: 0.07824531942605972, loss_sc: 0.0054815346375107765, lr: 4.761850772973024e-05)
Step 34201: (loss: 0.07664851099252701, loss_fm: 0.07271628081798553, loss_sc: 0.003932227846235037, lr: 4.75646113572782e-05)
Step 34301: (loss: 0.07285510748624802, loss_fm: 0.06891221553087234, loss_sc: 0.003942893818020821, lr: 4.751089757720511e-05)
Step 34401: (loss: 0.07947535067796707, loss_fm: 0.07805965840816498, loss_sc: 0.0014156925026327372, lr: 4.7457365360843945e-05)
Step 34501: (loss: 0.08111816644668579, loss_fm: 0.07271485775709152, loss_sc: 0.008403305895626545, lr: 4.740401368762267e-05)
Step 34601: (loss: 0.07625526934862137, loss_fm: 0.07195170968770981, loss_sc: 0.0043035573326051235, lr: 4.735084154498255e-05)
Step 34701: (loss: 0.07866978645324707, loss_fm: 0.07841287553310394, loss_sc: 0.00025691435439512134, lr: 4.729784792829742e-05)
Step 34801: (loss: 0.0774124339222908, loss_fm: 0.07520870119333267, loss_sc: 0.0022037322632968426, lr: 4.7245031840794e-05)
Step 34901: (loss: 0.073049396276474, loss_fm: 0.07135936617851257, loss_sc: 0.0016900323098525405, lr: 4.719239229347308e-05)
Step 35001: (loss: 0.07466742396354675, loss_fm: 0.07237278670072556, loss_sc: 0.0022946400567889214, lr: 4.713992830503181e-05)
Step 35101: (loss: 0.07538224756717682, loss_fm: 0.07131237536668777, loss_sc: 0.004069873597472906, lr: 4.708763890178683e-05)
Step 35201: (loss: 0.07498901337385178, loss_fm: 0.06999129056930542, loss_sc: 0.004997721873223782, lr: 4.703552311759834e-05)
Step 35301: (loss: 0.07943668961524963, loss_fm: 0.0788075402379036, loss_sc: 0.0006291473400779068, lr: 4.6983579993795206e-05)
Step 35401: (loss: 0.08150686323642731, loss_fm: 0.07828287035226822, loss_sc: 0.003223991021513939, lr: 4.6931808579100826e-05)
Step 35501: (loss: 0.07885745167732239, loss_fm: 0.07845927774906158, loss_sc: 0.0003981705813203007, lr: 4.688020792955998e-05)
Step 35601: (loss: 0.07792636752128601, loss_fm: 0.07702438533306122, loss_sc: 0.0009019820136018097, lr: 4.6828777108466545e-05)
Step 35701: (loss: 0.07864972949028015, loss_fm: 0.0782565027475357, loss_sc: 0.0003932241233997047, lr: 4.677751518629206e-05)
Step 35801: (loss: 0.07864251732826233, loss_fm: 0.07801055163145065, loss_sc: 0.000631968374364078, lr: 4.67264212406152e-05)
Step 35901: (loss: 0.07484292984008789, loss_fm: 0.07275088131427765, loss_sc: 0.0020920466631650925, lr: 4.667549435605201e-05)
Step 36001: (loss: 0.07858655601739883, loss_fm: 0.07608966529369354, loss_sc: 0.0024968902580440044, lr: 4.6624733624187074e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 36101: (loss: 0.07687138766050339, loss_fm: 0.07514853775501251, loss_sc: 0.0017228504875674844, lr: 4.6574138143505436e-05)
Step 36201: (loss: 0.07733741402626038, loss_fm: 0.07652654498815536, loss_sc: 0.0008108677575364709, lr: 4.6523707019325364e-05)
Step 36301: (loss: 0.07798092067241669, loss_fm: 0.07527432590723038, loss_sc: 0.002706595230847597, lr: 4.647343936373187e-05)
Step 36401: (loss: 0.08323902636766434, loss_fm: 0.07976316660642624, loss_sc: 0.003475857898592949, lr: 4.64233342955111e-05)
Step 36501: (loss: 0.07985270768404007, loss_fm: 0.07562945783138275, loss_sc: 0.004223252180963755, lr: 4.637339094008538e-05)
Step 36601: (loss: 0.07448656857013702, loss_fm: 0.07194115966558456, loss_sc: 0.002545409370213747, lr: 4.63236084294492e-05)
Step 36701: (loss: 0.07848216593265533, loss_fm: 0.07782470434904099, loss_sc: 0.0006574614671990275, lr: 4.627398590210574e-05)
Step 36801: (loss: 0.08428987860679626, loss_fm: 0.08342120051383972, loss_sc: 0.0008686805958859622, lr: 4.6224522503004354e-05)
Step 36901: (loss: 0.07264239341020584, loss_fm: 0.0717335119843483, loss_sc: 0.0009088848601095378, lr: 4.61752173834786e-05)
Step 37001: (loss: 0.08565240353345871, loss_fm: 0.079143226146698, loss_sc: 0.006509177852421999, lr: 4.612606970118518e-05)
Step 37101: (loss: 0.07362678647041321, loss_fm: 0.07169395685195923, loss_sc: 0.0019328300841152668, lr: 4.60770786200434e-05)
Step 37201: (loss: 0.08445349335670471, loss_fm: 0.08107749372720718, loss_sc: 0.0033759993966668844, lr: 4.6028243310175495e-05)
Step 37301: (loss: 0.07725682854652405, loss_fm: 0.07289493829011917, loss_sc: 0.004361889325082302, lr: 4.597956294784756e-05)
Step 37401: (loss: 0.07725435495376587, loss_fm: 0.07423663139343262, loss_sc: 0.0030177226290106773, lr: 4.5931036715411206e-05)
Step 37501: (loss: 0.07672301679849625, loss_fm: 0.07427480071783066, loss_sc: 0.002448219573125243, lr: 4.5882663801245876e-05)
Step 37601: (loss: 0.08042848110198975, loss_fm: 0.07682985812425613, loss_sc: 0.0035986227449029684, lr: 4.58344433997018e-05)
Step 37701: (loss: 0.07574385404586792, loss_fm: 0.07425082474946976, loss_sc: 0.0014930329052731395, lr: 4.578637471104369e-05)
Step 37801: (loss: 0.07841134816408157, loss_fm: 0.07568097114562988, loss_sc: 0.002730379579588771, lr: 4.5738456941395015e-05)
Step 37901: (loss: 0.08611444383859634, loss_fm: 0.07651758193969727, loss_sc: 0.009596860967576504, lr: 4.56906893026829e-05)
Step 38001: (loss: 0.07676203548908234, loss_fm: 0.07317642867565155, loss_sc: 0.0035856065806001425, lr: 4.5643071012583736e-05)
	->->-> Saved checkpoints.
	->->-> Sampled.
Step 38101: (loss: 0.07787054032087326, loss_fm: 0.07620752602815628, loss_sc: 0.0016630113823339343, lr: 4.5595601294469314e-05)
Step 38201: (loss: 0.08360839635133743, loss_fm: 0.07726862281560898, loss_sc: 0.0063397749327123165, lr: 4.5548279377353695e-05)
Step 38301: (loss: 0.07497292757034302, loss_fm: 0.0732731893658638, loss_sc: 0.001699737273156643, lr: 4.550110449584055e-05)
Step 38401: (loss: 0.07993083447217941, loss_fm: 0.07755148410797119, loss_sc: 0.0023793501313775778, lr: 4.5454075890071193e-05)
Step 38501: (loss: 0.08042429387569427, loss_fm: 0.07625433057546616, loss_sc: 0.0041699642315506935, lr: 4.5407192805673175e-05)
Step 38601: (loss: 0.08155574649572372, loss_fm: 0.07830667495727539, loss_sc: 0.0032490710727870464, lr: 4.536045449370947e-05)
Step 38701: (loss: 0.07901540398597717, loss_fm: 0.0778728649020195, loss_sc: 0.0011425353586673737, lr: 4.5313860210628204e-05)
Step 38801: (loss: 0.07292161881923676, loss_fm: 0.07214631885290146, loss_sc: 0.0007753000245429575, lr: 4.526740921821298e-05)
Step 38901: (loss: 0.08319846540689468, loss_fm: 0.07719064503908157, loss_sc: 0.006007819902151823, lr: 4.522110078353377e-05)
Step 39001: (loss: 0.07389167696237564, loss_fm: 0.07337026298046112, loss_sc: 0.0005214164848439395, lr: 4.517493417889831e-05)
Step 39101: (loss: 0.07439577579498291, loss_fm: 0.07349982112646103, loss_sc: 0.0008959537371993065, lr: 4.512890868180412e-05)
Step 39201: (loss: 0.07402435690164566, loss_fm: 0.07278196513652802, loss_sc: 0.0012423921143636107, lr: 4.5083023574890956e-05)
Step 39301: (loss: 0.07775550335645676, loss_fm: 0.0750349685549736, loss_sc: 0.0027205334044992924, lr: 4.503727814589391e-05)
